tile_set:    7
topper_set:  9
tile_size:  16       # in pixels
map_width: 112       # in tiles
map_heigth: 10       # in tiles
# mappings
tiles: 5,3,0,9,1
# level map
map:begin
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,1,1,1,3,0,0,0
1,1,1,1,1,1,3,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
4,4,5,0,0,0,0,0,0,0
4,4,5,0,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,1,3,0,0,0,0,0
1,1,1,1,3,0,0,0,0,0
4,4,4,1,3,0,0,0,0,0
4,4,4,1,3,0,0,0,0,0
4,4,4,5,0,0,0,0,0,0
4,4,4,1,3,0,0,0,0,0
4,4,4,1,3,0,0,0,0,0
1,1,1,1,3,0,0,0,0,0
1,1,1,1,3,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
4,4,4,5,0,0,0,0,0,0
4,4,4,5,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0
1,1,1,1,3,0,0,0,0,0
1,1,1,1,3,0,0,0,0,0 
nap:end
